nummer,preis_avr,preis_sum,menge_avr,menge_sum,dauer,geschw,marke1,marke2,marke3,marke4,marke5,marke6,marke7,marke8,marke9,alter,klasse,einkm,persn,prbew,bildg,kaufw,last_dauer_relativ,treue1,treue2,treue3,treue4,treue5,treue6,treue7,treue8,treue9,einkmpp,Frequency,Monetary
5660,1.31,46,1.085714286,38,27.05714286,0.066884468,2,1,0,0,1,0,19,8,4,5,5,1,1,1,1,1.958817318,53,0.5,0,NaN,NaN,0,NaN,0.631578947,0.25,0.5,1,38,1.31
5662,1.49,136,1.021978022,93,11.47252747,0.128951276,0,0,82,5,1,1,0,1,1,4,5,2,2,1,3,0.435823755,5,NaN,NaN,0.926829268,0.2,0,0,NaN,0,0,1,93,1.49
5663,1.84,114,1.306451613,81,14.98387097,0.158472999,1,6,42,2,0,1,2,4,4,4,1,1,5,1,1,1.26803014,19,0,0,0.69047619,0,NaN,0,0,0,0,0.2,81,1.84
5664,1.44,164,1.043859649,119,9.035087719,0.155786839,14,19,1,40,1,6,0,0,33,5,3,2,2,4,3,0.774757282,7,0.142857143,0.368421053,0,0.45,0,0.166666667,NaN,NaN,0.484848485,1,119,1.44
5668,1.67,187,1.071428571,120,9.464285714,0.201649068,0,0,18,5,0,0,57,4,28,4,1,1,4,2,1,1.58490566,15,NaN,NaN,0.277777778,0.4,NaN,NaN,0.666666667,0,0.642857143,0.25,120,1.67
5677,1.67,10,1,6,114.8333333,0.062961099,1,1,0,1,0,2,0,0,1,2,2,3,2,4,1,0.775036284,89,0,0,NaN,0,NaN,0,NaN,NaN,0,1.5,6,1.67
5681,2.45,27,1,11,119.1818182,0.02226564,2,5,0,0,0,1,0,1,2,5,4,3,1,1,3,3.104500381,370,0.5,0.6,NaN,NaN,NaN,0,NaN,0,0,3,11,2.45
5682,2.13,145,1.088235294,74,14.45588235,0.151100998,43,2,7,0,0,1,0,4,11,5,1,3,2,1,3,0.345879959,5,0.744186047,0.5,0.285714286,NaN,NaN,0,NaN,0.25,0.090909091,1.5,74,2.13
5684,2.4,120,1,50,20.42,0.116815916,4,1,0,0,0,0,0,0,45,4,3,1,1,4,2,0.342801175,7,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0.911111111,1,50,2.4
5685,2.5,45,1,18,50.77777778,0.022848952,0,2,0,0,0,0,2,0,14,3,5,2,3,1,1,0.905908096,46,NaN,0,NaN,NaN,NaN,NaN,0,NaN,0.785714286,0.666666667,18,2.5
5695,1.77,55,1,31,34.06451613,0.107281519,1,1,7,2,0,2,0,0,18,2,1,3,4,4,3,2.142992424,73,0,0,0.142857143,0,NaN,0,NaN,NaN,0.5,0.75,31,1.77
5696,2.52,78,1.032258065,32,33.48387097,0.046636227,0,0,0,0,0,0,1,0,30,4,4,2,1,1,2,0.776493256,26,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,0.966666667,2,32,2.52
5697,1.33,16,1.083333333,13,93.41666667,0.015565676,0,4,2,3,0,0,0,0,3,2,1,4,2,4,2,0.87778769,82,NaN,0.5,0,0.666666667,NaN,NaN,NaN,NaN,0,2,13,1.33
5701,2.18,48,1.636363636,36,30.13636364,0.118192234,21,0,0,1,0,0,0,0,0,4,4,1,2,1,2,0.365007541,11,0.952380952,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0.5,36,2.18
5709,2.59,101,1.076923077,42,26.8974359,0.059033693,0,0,0,1,9,27,0,1,1,4,2,4,2,4,1,0.52049571,14,NaN,NaN,NaN,0,0.222222222,0.592592593,NaN,0,0,2,42,2.59
5710,2.34,75,1.0625,34,31.90625,0.059814642,8,0,0,0,3,12,1,0,8,4,4,2,1,4,2,0.7208619,23,0.375,NaN,NaN,NaN,0,0.583333333,0,NaN,0.25,2,34,2.34
5712,2.27,91,1.075,43,26.9,0.110935043,1,0,1,0,6,5,3,12,12,4,3,4,2,1,1,0.29739777,8,0,NaN,0,NaN,0.333333333,0.6,0.333333333,0.25,0.333333333,2,43,2.27
5720,2.24,208,1.462365591,136,13.09677419,0.292672728,0,0,4,2,2,4,0,4,77,4,2,4,2,1,2,0.10180624,1.333333333,NaN,NaN,0,0,0,0,NaN,0,0.844155844,2,136,2.24
5721,2.12,87,1.341463415,55,21.85365854,0.082878018,0,39,2,0,0,0,0,0,0,1,3,4,3,1,3,0.228794643,5,NaN,0.948717949,0,NaN,NaN,NaN,NaN,NaN,NaN,1.333333333,55,2.12
5722,1.93,147,1.197368421,91,13.59210526,0.133408354,3,1,1,0,0,4,16,15,36,1,2,3,4,2,3,0.29428848,4,0,0,0,NaN,NaN,0,0.4375,0.333333333,0.694444444,0.75,91,1.93
5725,1.4,98,1.057142857,74,15.01428571,0.104960079,4,0,8,48,1,1,0,7,1,2,3,3,3,2,2,0.333016175,5,0,NaN,0.625,0.895833333,0,0,NaN,0.285714286,0,1,74,1.4
5727,1.29,44,1.029411765,35,31.20588235,0.057146111,1,11,0,1,0,0,0,8,13,5,1,3,2,2,1,0.448633365,14,0,0.909090909,NaN,0,NaN,NaN,NaN,0.75,0.769230769,1.5,35,1.29
5736,1.64,72,1.022727273,45,23.79545455,0.051679532,0,0,0,0,1,0,0,26,17,2,2,1,1,4,2,0.58834766,14,NaN,NaN,NaN,NaN,0,NaN,NaN,0.884615385,0.823529412,1,45,1.64
5737,1.54,63,1.170731707,48,22.3902439,0.12124056,1,3,9,21,0,0,0,2,5,3,4,2,1,4,3,1.250544662,28,0,0.666666667,0.777777778,0.80952381,NaN,NaN,NaN,0.5,0.6,2,48,1.54
5740,2.07,29,1.142857143,16,60,0.067529615,2,2,7,0,0,2,0,0,1,2,4,2,5,2,2,0.066666667,4,0,0,0.857142857,NaN,NaN,0,NaN,NaN,0,0.4,16,2.07
5741,1.42,44,1.225806452,38,24.74193548,0.14308489,3,1,10,0,0,0,0,0,17,4,5,1,1,1,1,0.646675359,16,0,0,0.5,NaN,NaN,NaN,NaN,NaN,0.647058824,1,38,1.42
5746,2.05,43,2.761904762,58,11.04761905,1.009415486,14,0,0,1,1,0,0,1,4,5,3,4,2,1,1,0.060344828,0.666666667,0.571428571,NaN,NaN,0,0,NaN,NaN,0,0.25,2,58,2.05
5752,1.69,83,1.795918367,88,17.06122449,0.292664023,1,0,19,2,1,0,0,0,26,2,2,4,3,1,3,0.234449761,4,0,NaN,0.526315789,0,0,NaN,NaN,NaN,0.615384615,1.333333333,88,1.69
5757,2.72,370,1.139705882,155,8.720588235,0.216589061,0,0,0,0,0,0,0,135,1,4,3,3,2,4,3,1.376053963,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.992592593,0,1.5,155,2.72
5758,1.77,23,3,39,11.76923077,0.546100256,5,0,1,2,0,0,0,0,5,5,3,3,2,1,3,0.283224401,3.333333333,0.6,NaN,0,0,NaN,NaN,NaN,NaN,0.2,1.5,39,1.77
5773,2,2,2,2,326,0.006134969,0,0,0,0,0,0,0,0,1,4,5,1,3,1,2,0.5,163,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0.333333333,2,2
5782,2.6,174,1.059701493,71,19,0.116782327,5,2,0,0,7,38,2,6,7,5,3,3,2,4,2,2.368421053,45,0,0.5,NaN,NaN,0.142857143,0.657894737,0.5,0,0.142857143,1.5,71,2.6
5786,2.01,173,1.790697674,154,5.813953488,0.395360921,5,0,0,0,0,0,0,0,81,5,4,2,2,1,3,1.892,11,0.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.950617284,1,154,2.01
5787,2.16,164,1.026315789,78,14.71052632,0.115632199,2,1,4,1,0,0,16,49,3,2,3,3,4,1,3,0.475849732,7,0,0,0.25,0,NaN,NaN,0.5625,0.734693878,0,0.75,78,2.16
5790,2.52,179,1.014084507,72,16.16901408,0.080892963,1,0,1,0,7,5,1,53,3,2,2,3,4,1,2,0.556620209,9,0,NaN,0,NaN,0,0,0,0.716981132,0.666666667,0.75,72,2.52
5791,2,234,1.222222222,143,8.341880342,0.231962109,1,27,1,0,8,1,2,2,75,4,1,1,3,1,2,0.959016393,8,0,0.592592593,0,NaN,0.375,0,0,0,0.88,0.333333333,143,2
5792,1.72,117,1.117647059,76,15.98529412,0.136573027,2,3,39,5,0,0,0,0,19,4,3,2,3,1,2,0.344066237,5.5,0,0,0.641025641,0,NaN,NaN,NaN,NaN,0.368421053,0.666666667,76,1.72
5796,2,34,1.058823529,18,56.05882353,0.03925327,2,1,0,0,0,0,0,0,14,5,3,2,1,1,2,0.249737671,14,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0.928571429,2,18,2
5798,2.67,208,1.294871795,101,13.53846154,0.18008756,0,0,0,0,0,0,2,76,0,4,4,3,2,1,1,0.369318182,5,NaN,NaN,NaN,NaN,NaN,NaN,0,0.960526316,NaN,1.5,101,2.67
5799,1.93,52,1.037037037,28,34.48148148,0.046442326,7,2,0,0,0,0,4,11,3,3,3,3,3,1,2,0.116004296,4,0.285714286,0,NaN,NaN,NaN,NaN,0,0.363636364,0,1,28,1.93
5804,2.27,136,1.4,84,13.63333333,0.20639156,1,1,0,2,0,0,2,48,6,4,4,3,2,1,3,0.256723716,3.5,0,0,NaN,0,NaN,NaN,0,0.770833333,0.166666667,1.5,84,2.27
5805,2.25,115,1.039215686,53,21.62745098,0.095658548,0,2,0,0,0,0,3,38,8,2,4,2,5,4,2,0.786038078,17,NaN,0,NaN,NaN,NaN,NaN,0.333333333,0.815789474,0.5,0.4,53,2.25
5806,1.68,37,2.363636364,52,25.27272727,0.619606446,7,1,0,0,0,0,0,1,13,3,1,4,4,2,2,0.026378897,0.666666667,0.428571429,0,NaN,NaN,NaN,NaN,NaN,0,0.692307692,1,52,1.68
5808,1.45,68,2.446808511,115,9.021276596,0.426003432,5,0,0,29,0,0,0,0,13,4,3,2,3,1,3,0.480345912,4.333333333,0.4,NaN,NaN,0.655172414,NaN,NaN,NaN,NaN,0.307692308,0.666666667,115,1.45
5810,2.15,153,1.042253521,74,15.81690141,0.078814029,41,26,1,0,0,0,0,0,3,2,1,4,3,1,1,0.569011576,9,0.682926829,0.653846154,0,NaN,NaN,NaN,NaN,NaN,0,1.333333333,74,2.15
5818,2.35,73,1.064516129,33,41.41935484,0.090754699,0,0,3,0,0,1,13,3,11,3,4,3,3,1,3,2.969626168,123,NaN,NaN,0,NaN,NaN,0,0.461538462,0,0.363636364,1,33,2.35
5820,2.1,103,1.306122449,64,17.14285714,0.170108641,0,0,15,0,0,2,0,1,31,2,2,4,4,1,2,0.175,3,NaN,NaN,0.266666667,NaN,NaN,0,NaN,0,0.612903226,1,64,2.1
5821,1.75,194,1.945945946,216,7.027027027,0.653068783,9,8,0,0,0,0,1,16,77,2,3,3,5,1,3,0.142307692,1,0.111111111,0,NaN,NaN,NaN,NaN,0,0.25,0.74025974,0.6,216,1.75
5831,2.14,139,1.061538462,69,16.83076923,0.102254213,0,0,0,0,1,0,1,60,3,4,4,2,3,4,1,0.356489945,6,NaN,NaN,NaN,NaN,0,NaN,0,0.916666667,0,0.666666667,69,2.14
5839,2.3,23,1.2,12,66.8,0.109320353,4,2,1,0,0,1,0,0,2,5,5,2,1,1,3,1.362275449,91,0.5,0,0,NaN,NaN,0,NaN,NaN,0,2,12,2.3
5842,2.5,55,2.272727273,50,26.31818182,0.183387465,3,1,0,1,0,2,0,10,5,3,3,3,3,2,3,0.063327576,1.666666667,0,0,NaN,0,NaN,0.5,NaN,0.6,0.4,1,50,2.5
5846,1.33,36,1.222222222,33,29.81481481,0.092651596,0,0,2,12,0,0,0,0,13,4,3,2,1,1,3,0.285093168,8.5,NaN,NaN,0.5,0.5,NaN,NaN,NaN,NaN,0.461538462,2,33,1.33
5851,2.54,137,1.388888889,75,16.77777778,0.172244729,2,3,3,0,0,0,5,17,24,5,4,2,2,1,3,0.208609272,3.5,0,0,0.666666667,NaN,NaN,NaN,0,0.470588235,0.5,1,75,2.54
5856,1.68,69,2.243902439,92,13.04878049,0.330832781,3,9,3,1,0,1,0,0,24,5,2,3,2,4,3,0.306542056,4,0,0.333333333,0,0,NaN,0,NaN,NaN,0.583333333,1.5,92,1.68
5860,2.11,133,1.238095238,78,15,0.165601084,12,3,0,0,0,1,0,0,47,5,1,1,4,2,1,0.333333333,5,0.25,0,NaN,NaN,NaN,0,NaN,NaN,0.744680851,0.25,78,2.11
5862,2.31,136,1.050847458,62,18.49152542,0.090839195,0,0,10,1,26,12,6,3,1,2,3,2,5,2,3,0.324472961,6,NaN,NaN,0.3,0,0.653846154,0.333333333,0.333333333,0,0,0.4,62,2.31
5863,2.1,88,1.023809524,43,24.47619048,0.058959323,32,5,0,1,0,0,0,0,4,5,3,2,1,3,1,1.266536965,31,0.8125,0.4,NaN,0,NaN,NaN,NaN,NaN,0,2,43,2.1
5864,1.76,67,1.078947368,41,26.94736842,0.067880954,14,8,0,0,0,0,0,0,16,5,5,1,1,1,3,0.51953125,14,0.428571429,0.125,NaN,NaN,NaN,NaN,NaN,NaN,0.4375,1,41,1.76
5867,1.91,82,1.046511628,45,24.46511628,0.066208852,12,7,3,0,0,1,1,1,18,2,4,2,3,1,3,1.062737643,26,0.416666667,0.285714286,0.333333333,NaN,NaN,0,0,0,0.5,0.666666667,45,1.91
5869,1.35,23,1.058823529,18,55.11764706,0.041799116,0,0,0,0,0,13,0,0,4,5,3,2,1,1,2,0.272145144,15,NaN,NaN,NaN,NaN,NaN,0.769230769,NaN,NaN,0.25,2,18,1.35
5873,1.99,239,1.383333333,166,10.95833333,0.253066481,1,0,38,10,2,12,0,1,56,4,1,3,3,1,2,0.547528517,6,0,NaN,0.552631579,0,0,0.416666667,NaN,0,0.660714286,1,166,1.99
5874,2.25,63,1.25,35,31.89285714,0.053296026,0,0,0,0,1,2,5,1,19,3,1,4,5,4,3,0.438969765,14,NaN,NaN,NaN,NaN,0,0,0.2,0,0.736842105,0.8,35,2.25
5877,1.07,29,1.185185185,32,38.37037037,0.129649786,0,0,3,21,0,0,0,0,3,1,3,2,1,2,3,1.459459459,56,NaN,NaN,0,0.952380952,NaN,NaN,NaN,NaN,0.333333333,2,32,1.07
5882,2.32,153,1.363636364,90,12.66666667,0.24127633,0,0,2,8,0,0,0,7,49,4,3,2,2,1,2,0.710526316,9,NaN,NaN,0,0.125,NaN,NaN,NaN,0.714285714,0.795918367,1,90,2.32
5887,2.02,101,1.02,51,21.54,0.097910117,14,0,0,1,23,6,0,5,1,5,4,1,1,2,3,0.882079851,19,0.142857143,NaN,NaN,0,0.391304348,0,NaN,0,0,1,51,2.02
5890,2,40,1.05,21,51.4,0.048334148,0,0,0,0,0,0,0,7,13,3,2,3,5,2,2,0.544747082,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.571428571,0.769230769,0.6,21,2
5895,1.6,85,1.018867925,54,19.86792453,0.101974645,0,0,51,2,0,0,0,0,0,5,5,1,1,1,2,0.352326686,7,NaN,NaN,0.960784314,0,NaN,NaN,NaN,NaN,NaN,1,54,1.6
5896,2.74,323,1.025423729,121,9.330508475,0.140696493,0,0,0,0,0,117,1,0,0,3,3,4,3,1,1,1.178928247,11,NaN,NaN,NaN,NaN,NaN,0.991452991,0,NaN,NaN,1.333333333,121,2.74
5901,2.14,92,1.76744186,76,15.76744186,0.200790227,0,0,6,11,0,21,0,0,5,2,3,3,4,1,1,0.221976401,3.5,NaN,NaN,0.166666667,1,NaN,0.761904762,NaN,NaN,0.6,0.75,76,2.14
5904,2.68,118,1.795454545,79,15.18181818,0.232790282,0,0,1,1,1,37,0,1,3,5,4,2,2,1,1,0.417165669,6.333333333,NaN,NaN,0,0,0,0.810810811,NaN,0,0,1,79,2.68
5905,1.19,113,1.042105263,99,10.98947368,0.116446563,2,1,0,0,0,0,0,0,92,2,1,3,4,2,3,0.272988506,3,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0.97826087,0.75,99,1.19
5913,2.36,139,1.694915254,100,16.15254237,0.272393083,33,19,0,0,0,0,0,0,7,3,2,3,5,2,1,0.082546345,1.333333333,0.454545455,0.315789474,NaN,NaN,NaN,NaN,NaN,NaN,0.285714286,0.6,100,2.36
5916,1.25,50,1.075,43,24.45,0.07797246,1,1,1,30,0,0,0,0,7,2,3,3,3,4,2,0.245398773,6,0,0,0,0.766666667,NaN,NaN,NaN,NaN,0.285714286,1,43,1.25
5918,2.52,189,1.053333333,79,15.4,0.119538142,2,0,2,2,2,41,0,19,7,4,5,2,2,4,2,1.168831169,18,0,NaN,0,0,0,0.829268293,NaN,0.473684211,0,1,79,2.52
5921,2.38,119,1.06,53,21.74,0.112272784,9,1,0,0,9,29,0,0,2,5,1,3,1,4,1,1.287948482,28,0.111111111,0,NaN,NaN,0.333333333,0.551724138,NaN,NaN,0,3,53,2.38
5924,1.85,111,1.033333333,62,20.13333333,0.089950629,3,10,12,1,0,0,0,1,33,5,4,2,2,1,2,2.483443709,50,0,0.1,0.25,0,NaN,NaN,NaN,0,0.636363636,1,62,1.85
5926,2.67,187,1.114285714,78,14.65714286,0.19799402,10,1,1,0,0,54,0,0,4,5,1,4,2,3,2,0.068226121,1,0.2,0,0,NaN,NaN,0.722222222,NaN,NaN,0,2,78,2.67
5929,1.54,63,1.268292683,52,22.29268293,0.166808962,0,0,3,15,0,0,0,0,23,2,3,3,3,2,1,0.852297593,19,NaN,NaN,0,0.533333333,NaN,NaN,NaN,NaN,0.652173913,1,52,1.54
5932,1.81,114,1.46031746,92,13.33333333,0.197316389,7,5,6,10,1,1,0,0,33,3,1,4,3,1,3,0.075,1,0.142857143,0.4,0.333333333,0.4,0,0,NaN,NaN,0.606060606,1.333333333,92,1.81
5934,1.89,34,1.333333333,24,53.16666667,0.079243466,3,1,0,0,0,0,0,3,11,3,1,1,2,4,3,0.470219436,25,0,0,NaN,NaN,NaN,NaN,NaN,0,0.545454545,0.5,24,1.89
5938,2.25,216,1.104166667,106,10.17708333,0.14871882,68,17,0,1,0,0,0,1,9,4,5,1,1,1,1,0.294779939,3,0.779411765,0.294117647,NaN,0,NaN,NaN,NaN,0,0.222222222,1,106,2.25
5942,1.71,70,1.024390244,42,21.80487805,0.101542599,0,0,40,1,0,0,0,0,0,5,5,1,1,1,1,0.321029083,7,NaN,NaN,0.975,0,NaN,NaN,NaN,NaN,NaN,1,42,1.71
5946,2.81,188,1.089552239,73,15.59701493,0.112085381,0,0,0,0,1,64,1,1,0,5,4,2,2,1,2,1.666985646,26,NaN,NaN,NaN,NaN,0,0.953125,0,0,NaN,1,73,2.81
5957,1.94,401,1.299516908,269,4.830917874,0.434400074,62,47,0,5,5,20,0,7,61,4,1,4,2,2,1,0.207,1,0.435483871,0.468085106,NaN,0,0.2,0.35,NaN,0,0.393442623,2,269,1.94
5961,1.52,91,1.083333333,65,17.91666667,0.13648203,15,0,0,33,0,0,0,0,12,4,3,2,2,2,3,0.948837209,17,0.333333333,NaN,NaN,0.545454545,NaN,NaN,NaN,NaN,0,1,65,1.52
5962,2.16,54,1.08,27,38,0.037271103,2,1,0,0,0,0,0,22,0,4,1,1,2,4,2,1.631578947,62,0,0,NaN,NaN,NaN,NaN,NaN,0.909090909,NaN,0.5,27,2.16
5967,2.11,114,1.481481481,80,13.53703704,0.170784634,8,1,1,1,2,0,3,1,37,2,4,2,4,4,1,0.221614227,3,0,0,0,0,0,NaN,0,0,0.702702703,0.5,80,2.11
5972,1.43,133,1.010752688,94,11.75268817,0.154849625,0,1,1,0,25,0,0,37,29,5,3,2,2,4,1,0.595608417,7,NaN,0,0,NaN,0.84,NaN,NaN,0.837837838,0.827586207,1,94,1.43
5974,2.57,211,1.024390244,84,13.37804878,0.091759953,0,0,0,0,0,0,22,60,0,5,4,1,1,1,1,0.41112124,5.5,NaN,NaN,NaN,NaN,NaN,NaN,0.454545455,0.816666667,NaN,1,84,2.57
5977,1.88,130,1,69,16.15942029,0.106542725,7,1,52,1,0,0,1,1,6,2,4,2,5,1,2,0.433183857,7,0,0,0.711538462,0,NaN,NaN,0,0,0.166666667,0.4,69,1.88
5979,2.56,251,1.102040816,108,10.52040816,0.159003861,6,8,1,0,0,25,0,43,15,4,3,4,3,1,2,0.570320078,6,0,0,0,NaN,NaN,0.44,NaN,0.558139535,0.266666667,1.333333333,108,2.56
5983,1.67,150,1.766666667,159,12.03333333,0.248188547,0,0,77,4,0,0,0,0,9,4,4,2,2,1,3,0.249307479,3,NaN,NaN,0.87012987,0,NaN,NaN,NaN,NaN,0.444444444,1,159,1.67
5988,2.11,57,1.592592593,43,26.2962963,0.14864641,0,4,0,0,1,0,2,2,18,4,3,3,3,2,3,1.330985915,35,NaN,0.25,NaN,NaN,0,NaN,0,0.5,0.777777778,1,43,2.11
5991,2.36,198,1.011904762,85,12.6547619,0.116872008,8,0,0,0,8,11,0,41,16,2,2,3,5,3,3,0.237064911,3,0.375,NaN,NaN,NaN,0.375,0.545454545,NaN,0.585365854,0.1875,0.6,85,2.36
5995,1.43,73,1.411764706,72,18.03921569,0.127698248,0,0,5,33,1,0,0,0,12,4,2,3,2,2,3,0.22173913,4,NaN,NaN,0.4,0.818181818,0,NaN,NaN,NaN,0.833333333,1.5,72,1.43
5996,2.34,117,1.18,59,21.94,0.108710252,0,4,2,0,0,1,6,23,14,3,4,2,3,1,3,1.914311759,42,NaN,0.5,0.5,NaN,NaN,0,0.166666667,0.47826087,0.5,0.666666667,59,2.34
5997,2.27,59,1.423076923,37,30.96153846,0.099240791,24,2,0,0,0,0,0,0,0,1,2,2,1,3,3,0.952795031,29.5,0.916666667,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,37,2.27
5999,2,24,2.833333333,34,19.41666667,0.209722164,12,0,0,0,0,0,0,0,0,2,1,1,2,4,1,0.103004292,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5,34,2
6016,2.16,54,2,50,22.4,0.205120185,5,0,0,0,0,1,0,0,19,4,3,3,2,1,3,0.200892857,4.5,0.8,NaN,NaN,NaN,NaN,0,NaN,NaN,0.842105263,1.5,50,2.16
6021,1.81,47,1.115384615,29,34.76923077,0.082909626,11,0,1,1,0,0,0,3,10,2,1,2,1,4,3,0.115044248,4,0.454545455,NaN,0,0,NaN,NaN,NaN,0,0.6,2,29,1.81
6026,2.14,120,1.910714286,107,12.71428571,0.498331411,2,1,0,0,0,0,0,0,53,5,1,1,2,4,2,0.707865169,9,0,0,NaN,NaN,NaN,NaN,NaN,NaN,0.962264151,0.5,107,2.14
6030,1.59,97,1.278688525,78,15.31147541,0.288648657,7,0,0,29,0,0,0,0,25,5,3,1,1,2,3,0.130620985,2,0.285714286,NaN,NaN,0.586206897,NaN,NaN,NaN,NaN,0.4,1,78,1.59
6031,1.94,33,1,17,45.58823529,0.031544929,1,5,0,0,0,0,0,2,9,5,1,3,1,4,1,1.75483871,80,0,0.2,NaN,NaN,NaN,NaN,NaN,0,0.555555556,3,17,1.94
6032,1.56,50,1.15625,37,31.71875,0.061133021,0,1,19,7,0,1,0,0,4,5,3,2,1,2,1,0.725123153,23,NaN,0,0.631578947,0,NaN,0,NaN,NaN,0,2,37,1.56
6036,2.05,113,1.036363636,57,18.36363636,0.089726547,20,7,0,0,1,5,1,0,21,5,5,1,1,2,1,3.485148515,64,0.25,0.285714286,NaN,NaN,0,0,0,NaN,0.380952381,1,57,2.05
6037,2.27,238,1.114285714,117,10.65714286,0.143641169,52,47,0,0,0,0,1,1,4,4,1,4,2,1,2,0.938337802,10,0.884615385,0.808510638,NaN,NaN,NaN,NaN,0,0,0,2,117,2.27
6038,2.19,57,2.538461538,66,13.76923077,0.554156866,0,0,0,0,0,0,1,20,5,4,5,2,2,2,3,0.072625698,1,NaN,NaN,NaN,NaN,NaN,NaN,0,0.9,0.6,1,66,2.19
6043,1,2,1,2,104,0.010426065,0,0,0,0,0,0,0,0,2,2,2,1,2,4,1,1.278846154,133,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0.5,2,1
6045,2.43,180,1.040540541,77,14.41891892,0.111241249,2,2,0,0,19,14,8,17,12,3,5,2,4,1,2,0.416119963,6,0,0,NaN,NaN,0.052631579,0.285714286,0.125,0.235294118,0.25,0.5,77,2.43
6052,2.1,151,1.013888889,73,15.77777778,0.093400871,4,1,0,0,9,3,33,18,4,2,2,4,5,1,3,0.190140845,3,0,0,NaN,NaN,0.111111111,0,0.696969697,0.166666667,0.5,0.8,73,2.1
6065,1.65,76,1.739130435,80,16.86956522,0.205954206,0,5,24,2,0,0,0,0,15,4,2,3,4,2,2,0.800257732,13.5,NaN,0.2,0.666666667,0.5,NaN,NaN,NaN,NaN,0.6,0.75,80,1.65
6066,2.54,239,1.968085106,185,6.968085106,0.456424231,91,1,0,0,0,0,0,0,2,4,3,3,3,4,1,0.215267176,1.5,0.978021978,0,NaN,NaN,NaN,NaN,NaN,NaN,0,1,185,2.54
6067,1.52,175,1.017391304,117,9.426086957,0.145754484,6,0,0,0,0,0,96,13,0,4,2,4,4,1,3,1.485239852,14,0.333333333,NaN,NaN,NaN,NaN,NaN,0.875,0.307692308,NaN,1,117,1.52
6068,2.16,110,1.490196078,76,15.05882353,0.381691154,36,6,0,0,0,1,0,0,8,5,3,3,2,1,2,1.79296875,27,0.805555556,0.166666667,NaN,NaN,NaN,0,NaN,NaN,0.75,1.5,76,2.16
6069,1.98,115,1.655172414,96,12.48275862,0.279648438,6,6,0,0,6,5,5,1,29,5,2,3,2,2,3,0.640883978,8,0.166666667,0,NaN,NaN,0,0,0.2,0,0.448275862,1.5,96,1.98
6072,2.29,32,1,14,67.07142857,0.061273571,1,2,0,0,0,1,0,0,10,4,2,2,2,2,3,0.432374867,29,0,0.5,NaN,NaN,NaN,0,NaN,NaN,0.9,1,14,2.29
6081,2.16,125,1.24137931,72,15.12068966,0.174250412,20,22,0,0,0,2,3,2,9,4,3,2,3,1,3,0.132269099,2,0.45,0.454545455,NaN,NaN,NaN,0,0,0.5,0.333333333,0.666666667,72,2.16
6083,1.69,191,1.672566372,189,6.566371681,0.423545678,2,0,45,2,0,1,0,1,62,3,3,3,4,1,3,1.599056604,10.5,0,NaN,0.8,0,NaN,0,NaN,0,0.806451613,0.75,189,1.69
6088,1.67,5,1,3,240,0.018117751,1,0,0,0,0,0,0,1,1,4,4,2,3,1,3,0.454166667,109,0,NaN,NaN,NaN,NaN,NaN,NaN,0,1,0.666666667,3,1.67
6089,1.45,55,1.157894737,44,26.52631579,0.131604374,3,1,6,2,13,11,1,1,0,4,3,4,3,1,1,1.244047619,33,0,0,0.333333333,0,0.538461538,0.363636364,0,0,NaN,1.333333333,44,1.45
6093,2,146,1.191780822,87,15.43835616,0.136487088,7,10,0,0,0,3,0,3,50,2,2,3,3,4,1,0.971606034,15,0,0.3,NaN,NaN,NaN,0,NaN,0,0.74,1,87,2
6094,1.43,116,1.197530864,97,11.77777778,0.164755885,3,2,32,15,1,0,0,0,28,4,5,1,3,1,3,0.509433962,6,0,0,0.53125,0.266666667,0,NaN,NaN,NaN,0.321428571,0.333333333,97,1.43
6103,2.2,108,1.489795918,73,17.18367347,0.138377144,0,0,18,0,2,5,9,15,0,2,4,2,4,1,3,0.290973872,5,NaN,NaN,0.888888889,NaN,0,0.6,0.444444444,0.6,NaN,0.5,73,2.2
6109,1.35,54,1.125,45,21.4,0.118035524,0,0,21,14,0,2,1,0,2,1,4,2,4,1,3,0.957943925,20.5,NaN,NaN,0.904761905,0.785714286,NaN,0.5,0,NaN,0,0.5,45,1.35
6111,2.48,243,1,98,12.3877551,0.13996846,0,0,0,0,22,15,16,25,20,4,3,4,2,2,1,0.645799012,8,NaN,NaN,NaN,NaN,0.363636364,0.133333333,0.4375,0.4,0.35,2,98,2.48
